Rank,Title.href,Title.text,Category.href,Category.text,App URL.href,App URL.text,index,url
54,https://itunes.apple.com/us/app/spider-rite-shrouded-moon/id767546279?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Spider: Rite of the Shrouded Moon,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/spider-rite-shrouded-moon/id767546279?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,54,https://www.apple.com/itunes/charts/paid-apps/
55,https://itunes.apple.com/us/app/bad-piggies/id533451786?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Bad Piggies,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/bad-piggies/id533451786?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,55,https://www.apple.com/itunes/charts/paid-apps/
56,https://itunes.apple.com/us/app/beaker-by-thix/id961227503?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,BEAKER by THIX,https://itunes.apple.com/us/genre/ios-education/id6017?mt=8&uo=2&l=en,Education,https://itunes.apple.com/us/app/beaker-by-thix/id961227503?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,56,https://www.apple.com/itunes/charts/paid-apps/
57,https://itunes.apple.com/us/app/pocket-god/id301387274?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Pocket God,https://itunes.apple.com/us/genre/ios-entertainment/id6016?mt=8&uo=2&l=en,Entertainment,https://itunes.apple.com/us/app/pocket-god/id301387274?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,57,https://www.apple.com/itunes/charts/paid-apps/
58,https://itunes.apple.com/us/app/tiny-wings/id417817520?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Tiny Wings,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/tiny-wings/id417817520?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,58,https://www.apple.com/itunes/charts/paid-apps/
59,https://itunes.apple.com/us/app/plants-vs.-zombies/id350642635?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Plants vs. Zombies,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/plants-vs.-zombies/id350642635?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,59,https://www.apple.com/itunes/charts/paid-apps/
60,https://itunes.apple.com/us/app/geocaching/id292242503?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Geocaching,https://itunes.apple.com/us/genre/ios-navigation/id6010?mt=8&uo=2&l=en,Navigation,https://itunes.apple.com/us/app/geocaching/id292242503?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,60,https://www.apple.com/itunes/charts/paid-apps/
61,https://itunes.apple.com/us/app/dude-your-car!/id358055270?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,"Dude, your car!",https://itunes.apple.com/us/genre/ios-entertainment/id6016?mt=8&uo=2&l=en,Entertainment,https://itunes.apple.com/us/app/dude-your-car!/id358055270?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,61,https://www.apple.com/itunes/charts/paid-apps/
62,https://itunes.apple.com/us/app/bike-race-pro/id510461370?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Bike Race Pro,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/bike-race-pro/id510461370?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,62,https://www.apple.com/itunes/charts/paid-apps/
63,https://itunes.apple.com/us/app/survivalcraft/id622613679?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Survivalcraft,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/survivalcraft/id622613679?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,63,https://www.apple.com/itunes/charts/paid-apps/
64,https://itunes.apple.com/us/app/grand-theft-auto-vice-city/id578448682?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Grand Theft Auto: Vice City,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/grand-theft-auto-vice-city/id578448682?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,64,https://www.apple.com/itunes/charts/paid-apps/
65,https://itunes.apple.com/us/app/camera+/id329670577?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Camera+,https://itunes.apple.com/us/genre/ios-photo-video/id6008?mt=8&uo=2&l=en,Photo & Video,https://itunes.apple.com/us/app/camera+/id329670577?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,65,https://www.apple.com/itunes/charts/paid-apps/
66,https://itunes.apple.com/us/app/lifeline.../id982354972?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Lifeline...,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/lifeline.../id982354972?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,66,https://www.apple.com/itunes/charts/paid-apps/
67,https://itunes.apple.com/us/app/plug-for-minecraft-pe/id960128616?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Plug for Minecraft PE,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/plug-for-minecraft-pe/id960128616?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,67,https://www.apple.com/itunes/charts/paid-apps/
68,https://itunes.apple.com/us/app/nba-2k15/id898164624?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,NBA 2K15,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/nba-2k15/id898164624?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,68,https://www.apple.com/itunes/charts/paid-apps/
69,https://itunes.apple.com/us/app/maps-for-minecraft-pe/id624993646?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Maps for Minecraft PE,https://itunes.apple.com/us/genre/ios-entertainment/id6016?mt=8&uo=2&l=en,Entertainment,https://itunes.apple.com/us/app/maps-for-minecraft-pe/id624993646?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,69,https://www.apple.com/itunes/charts/paid-apps/
70,https://itunes.apple.com/us/app/papas-pizzeria-to-go!/id925494667?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Papa's Pizzeria To Go!,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/papas-pizzeria-to-go!/id925494667?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,70,https://www.apple.com/itunes/charts/paid-apps/
71,https://itunes.apple.com/us/app/earn-to-die-2/id891194610?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Earn to Die 2,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/earn-to-die-2/id891194610?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,71,https://www.apple.com/itunes/charts/paid-apps/
72,https://itunes.apple.com/us/app/rockstars-ooo-adventure-time/id943632624?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Rockstars of Ooo - Adventure Time Rhythm Game,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/rockstars-ooo-adventure-time/id943632624?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,72,https://www.apple.com/itunes/charts/paid-apps/
73,https://itunes.apple.com/us/app/scholly-scholarship-search/id640381740?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Scholly: Scholarship Search,https://itunes.apple.com/us/genre/ios-education/id6017?mt=8&uo=2&l=en,Education,https://itunes.apple.com/us/app/scholly-scholarship-search/id640381740?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,73,https://www.apple.com/itunes/charts/paid-apps/
74,https://itunes.apple.com/us/app/card-wars-adventure-time-card/id791341471?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Card Wars - Adventure Time Card Game,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/card-wars-adventure-time-card/id791341471?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,74,https://www.apple.com/itunes/charts/paid-apps/
75,https://itunes.apple.com/us/app/grindr-xtra-gay-same-sex-bi/id319881193?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,"Grindr Xtra - Gay, same sex, bi, social network to chat and meet guys",https://itunes.apple.com/us/genre/ios-social-networking/id6005?mt=8&uo=2&l=en,Social Networking,https://itunes.apple.com/us/app/grindr-xtra-gay-same-sex-bi/id319881193?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,75,https://www.apple.com/itunes/charts/paid-apps/
76,https://itunes.apple.com/us/app/pako-car-chase-simulator/id903183877?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Pako - Car Chase Simulator,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/pako-car-chase-simulator/id903183877?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,76,https://www.apple.com/itunes/charts/paid-apps/
77,https://itunes.apple.com/us/app/call-of-duty-black-ops-zombies/id471063940?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Call of Duty: Black Ops Zombies,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/call-of-duty-black-ops-zombies/id471063940?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,77,https://www.apple.com/itunes/charts/paid-apps/
78,https://itunes.apple.com/us/app/prune/id972319818?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Prune,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/prune/id972319818?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,78,https://www.apple.com/itunes/charts/paid-apps/
79,https://itunes.apple.com/us/app/emoji/id506462353?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Emoji ;),https://itunes.apple.com/us/genre/ios-utilities/id6002?mt=8&uo=2&l=en,Utilities,https://itunes.apple.com/us/app/emoji/id506462353?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,79,https://www.apple.com/itunes/charts/paid-apps/
80,https://itunes.apple.com/us/app/stylebook/id335709058?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Stylebook,https://itunes.apple.com/us/genre/ios-lifestyle/id6012?mt=8&uo=2&l=en,Lifestyle,https://itunes.apple.com/us/app/stylebook/id335709058?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,80,https://www.apple.com/itunes/charts/paid-apps/
81,https://itunes.apple.com/us/app/death-run-mini-game-worldwide/id988383602?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Death Run : Mini Game With Worldwide Multiplayer,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/death-run-mini-game-worldwide/id988383602?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,81,https://www.apple.com/itunes/charts/paid-apps/
82,https://itunes.apple.com/us/app/toca-kitchen-2/id943869618?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Toca Kitchen 2,https://itunes.apple.com/us/genre/ios-education/id6017?mt=8&uo=2&l=en,Education,https://itunes.apple.com/us/app/toca-kitchen-2/id943869618?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,82,https://www.apple.com/itunes/charts/paid-apps/
83,https://itunes.apple.com/us/app/build-battle-mc-mini-game/id1015849759?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Build Battle : Mc Mini Game with Multiplayer,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/build-battle-mc-mini-game/id1015849759?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,83,https://www.apple.com/itunes/charts/paid-apps/
84,https://itunes.apple.com/us/app/grand-theft-auto-iii/id479662730?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Grand Theft Auto III,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/grand-theft-auto-iii/id479662730?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,84,https://www.apple.com/itunes/charts/paid-apps/
85,https://itunes.apple.com/us/app/the-moron-test/id312343159?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,The Moron Test,https://itunes.apple.com/us/genre/ios-entertainment/id6016?mt=8&uo=2&l=en,Entertainment,https://itunes.apple.com/us/app/the-moron-test/id312343159?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,85,https://www.apple.com/itunes/charts/paid-apps/
86,https://itunes.apple.com/us/app/wipeout/id549592189?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Wipeout,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/wipeout/id549592189?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,86,https://www.apple.com/itunes/charts/paid-apps/
87,https://itunes.apple.com/us/app/multiplayer-for-minecraft-pe/id609704981?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Multiplayer for Minecraft PE,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/multiplayer-for-minecraft-pe/id609704981?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,87,https://www.apple.com/itunes/charts/paid-apps/
88,https://itunes.apple.com/us/app/papas-burgeria-to-go!/id600626116?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Papa's Burgeria To Go!,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/papas-burgeria-to-go!/id600626116?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,88,https://www.apple.com/itunes/charts/paid-apps/
89,https://itunes.apple.com/us/app/downloads-downloader-download/id343307433?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Downloads ‰ÛÓ Downloader & Download Manager,https://itunes.apple.com/us/genre/ios-utilities/id6002?mt=8&uo=2&l=en,Utilities,https://itunes.apple.com/us/app/downloads-downloader-download/id343307433?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,89,https://www.apple.com/itunes/charts/paid-apps/
90,https://itunes.apple.com/us/app/pou/id575154654?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Pou,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/pou/id575154654?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,90,https://www.apple.com/itunes/charts/paid-apps/
91,https://itunes.apple.com/us/app/toca-life-city/id988318940?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Toca Life: City,https://itunes.apple.com/us/genre/ios-education/id6017?mt=8&uo=2&l=en,Education,https://itunes.apple.com/us/app/toca-life-city/id988318940?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,91,https://www.apple.com/itunes/charts/paid-apps/
92,https://itunes.apple.com/us/app/trivia-crack-ad-free/id723795263?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Trivia Crack (Ad Free),https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/trivia-crack-ad-free/id723795263?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,92,https://www.apple.com/itunes/charts/paid-apps/
93,https://itunes.apple.com/us/app/doodle-jump/id307727765?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Doodle Jump,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/doodle-jump/id307727765?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,93,https://www.apple.com/itunes/charts/paid-apps/
94,https://itunes.apple.com/us/app/stick-texting-emoji-emoticons/id548946769?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Stick Texting - The Emoji Emoticons Killer (Emoticon Emojis),https://itunes.apple.com/us/genre/ios-utilities/id6002?mt=8&uo=2&l=en,Utilities,https://itunes.apple.com/us/app/stick-texting-emoji-emoticons/id548946769?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,94,https://www.apple.com/itunes/charts/paid-apps/
95,https://itunes.apple.com/us/app/stray-dog-simulator/id944808252?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Stray Dog Simulator,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/stray-dog-simulator/id944808252?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,95,https://www.apple.com/itunes/charts/paid-apps/
96,https://itunes.apple.com/us/app/flick-fishing/id295314913?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Flick Fishing,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/flick-fishing/id295314913?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,96,https://www.apple.com/itunes/charts/paid-apps/
97,https://itunes.apple.com/us/app/farming-pro-2015/id965114347?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Farming PRO 2015,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/farming-pro-2015/id965114347?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,97,https://www.apple.com/itunes/charts/paid-apps/
98,https://itunes.apple.com/us/app/lifevantage/id1012301987?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,LifeVantage,https://itunes.apple.com/us/genre/ios-business/id6000?mt=8&uo=2&l=en,Business,https://itunes.apple.com/us/app/lifevantage/id1012301987?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,98,https://www.apple.com/itunes/charts/paid-apps/
99,https://itunes.apple.com/us/app/itheme-themes-for-iphone-ipad/id419135449?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,"iTheme - Themes for iPhone, iPad and iPod Touch - Magic Wallpapers and Backgrounds",https://itunes.apple.com/us/genre/ios-lifestyle/id6012?mt=8&uo=2&l=en,Lifestyle,https://itunes.apple.com/us/app/itheme-themes-for-iphone-ipad/id419135449?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,99,https://www.apple.com/itunes/charts/paid-apps/
100,https://itunes.apple.com/us/app/wwe-2k/id909349642?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,WWE 2K,https://itunes.apple.com/us/genre/ios-games/id6014?mt=8&uo=2&l=en,Games,https://itunes.apple.com/us/app/wwe-2k/id909349642?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,Buy Now on iTunes,100,https://www.apple.com/itunes/charts/paid-apps/
